Filer_ID,Filer_NamL,Rpt_ID_Num,e_filing_id,orig_e_filing_id,Rpt_Date,Amount,Exp_Date,Expn_Dscr,Supp_Opp_Cd,Cand_NamL
811267,San Diego Police Officers Assn. Political Action Committee,051418,171513274,171513274,20180514,7502.69,20180514,Mailer,SUPPORT,Antonio Martinez
811267,San Diego Police Officers Assn. Political Action Committee,101218-MB,174233362,174233362,20181012,385.44,20181012,Mailer,SUPPORT,Matt Brower
811267,San Diego Police Officers Assn. Political Action Committee,101218-MB,174233362,174233362,20181012,193.46,20181012,Mailer,SUPPORT,Matt Brower
811267,San Diego Police Officers Assn. Political Action Committee,101218-MB,174233362,174233362,20181012,372.09,20181012,Mailer,SUPPORT,Matt Brower
811267,San Diego Police Officers Assn. Political Action Committee,101218-MB,174233362,174233362,20181012,131.68,20181012,Mailer,SUPPORT,Matt Brower
811267,San Diego Police Officers Assn. Political Action Committee,052318,171764407,171764407,20180523,776.32,20180522,Robocalls,SUPPORT,Antonio Martinez
811267,San Diego Police Officers Assn. Political Action Committee,101218-MC,174233420,174233420,20181012,1934.74,20181012,Mailer,SUPPORT,Myrtle Cole
811267,San Diego Police Officers Assn. Political Action Committee,102618-MC,174545424,174545424,20181026,3723.46,20181025,Mailer,SUPPORT,Myrtle Cole
811267,San Diego Police Officers Assn. Political Action Committee,102618-MC,174545424,174545424,20181026,3723.46,20181026,Mailer,SUPPORT,Myrtle Cole
811267,San Diego Police Officers Assn. Political Action Committee,101818-AM,174336606,174336606,20181018,7496.66,20181018,Mailer,SUPPORT,Antonio Martinez
